"friendly_exam_name","normalized_exam_name","cpt_codes","primary_cpt_code","modifier","modifier_26_wrvu","modality","body_region","contrast_status","cms_official_description","common_aliases","powerscribe_aliases","hospital_site_aliases","typical_combinations","active","created_at","updated_at"
"PICC w/ Port <5yr","PICC W PORT 5YR","[""36570-26""]","36570","26","4.98","PROCEDURE","Central Lines","with","","[""PICC w/ Port \u003c5yr"",""PICC W PORT 5YR""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"PICC w/ Port 5yr+","PICC W PORT 5YR","[""36571-26""]","36571","26","4.96","PROCEDURE","Central Lines","with","","[""PICC w/ Port 5yr+"",""PICC W PORT 5YR""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace CVAD Catheter Only","REPLACE CVAD CATHETER ONLY","[""36580-26""]","36580","26","1.28","PROCEDURE","Central Lines","not_applicable","","[""Replace CVAD Catheter Only"",""REPLACE CVAD CATHETER ONLY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace Tunneled CVC","REPLACE TUNNELED CVC","[""36581-26""]","36581","26","3.15","PROCEDURE","Central Lines","not_applicable","","[""Replace Tunneled CVC"",""REPLACE TUNNELED CVC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace Tunneled CVC w/ Port","REPLACE TUNNELED CVC W PORT","[""36582-26""]","36582","26","4.87","PROCEDURE","Central Lines","with","","[""Replace Tunneled CVC w/ Port"",""REPLACE TUNNELED CVC W PORT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace Tunneled CVC w/ Port (Separate Site)","REPLACE TUNNELED CVC W PORT SEPARATE SITE","[""36583-26""]","36583","26","4.91","PROCEDURE","Central Lines","with","","[""Replace Tunneled CVC w/ Port (Separate Site)"",""REPLACE TUNNELED CVC W PORT SEPARATE SITE""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace PICC","REPLACE PICC","[""36584-26""]","36584","26","1.17","PROCEDURE","Central Lines","not_applicable","","[""Replace PICC"",""REPLACE PICC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Replace PICC w/ Port","REPLACE PICC W PORT","[""36585-26""]","36585","26","4.48","PROCEDURE","Central Lines","with","","[""Replace PICC w/ Port"",""REPLACE PICC W PORT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Remove Tunneled CVC","REMOVE TUNNELED CVC","[""36589-26""]","36589","26","2.22","PROCEDURE","Central Lines","not_applicable","","[""Remove Tunneled CVC"",""REMOVE TUNNELED CVC""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Remove Tunneled CVC w/ Port","REMOVE TUNNELED CVC W PORT","[""36590-26""]","36590","26","3.02","PROCEDURE","Central Lines","with","","[""Remove Tunneled CVC w/ Port"",""REMOVE TUNNELED CVC W PORT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Mechanical Thrombectomy Arterial 1st","MECHANICAL THROMBECTOMY ARTERIAL 1ST","[""37184-26""]","37184","26","8.2","PROCEDURE","Thrombectomy","not_applicable","","[""Mechanical Thrombectomy Arterial 1st"",""MECHANICAL THROMBECTOMY ARTERIAL 1ST""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Mechanical Thrombectomy Arterial Addl","MECHANICAL THROMBECTOMY ARTERIAL ADDL","[""37185-26""]","37185","26","3.2","PROCEDURE","Thrombectomy","not_applicable","","[""Mechanical Thrombectomy Arterial Addl"",""MECHANICAL THROMBECTOMY ARTERIAL ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Secondary Thrombectomy","SECONDARY THROMBECTOMY","[""37186-26""]","37186","26","4.8","PROCEDURE","Thrombectomy","not_applicable","","[""Secondary Thrombectomy"",""SECONDARY THROMBECTOMY""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Mechanical Thrombectomy Venous","MECHANICAL THROMBECTOMY VENOUS","[""37187-26""]","37187","26","7.59","PROCEDURE","Thrombectomy","not_applicable","","[""Mechanical Thrombectomy Venous"",""MECHANICAL THROMBECTOMY VENOUS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Mechanical Thrombectomy Venous Addl","MECHANICAL THROMBECTOMY VENOUS ADDL","[""37188-26""]","37188","26","5.32","PROCEDURE","Thrombectomy","not_applicable","","[""Mechanical Thrombectomy Venous Addl"",""MECHANICAL THROMBECTOMY VENOUS ADDL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Thrombolysis Arterial Initial","THROMBOLYSIS ARTERIAL INITIAL","[""37211-26""]","37211","26","7.56","PROCEDURE","Thrombolysis","not_applicable","","[""Thrombolysis Arterial Initial"",""THROMBOLYSIS ARTERIAL INITIAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Thrombolysis Venous Initial","THROMBOLYSIS VENOUS INITIAL","[""37212-26""]","37212","26","6.64","PROCEDURE","Thrombolysis","not_applicable","","[""Thrombolysis Venous Initial"",""THROMBOLYSIS VENOUS INITIAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Thrombolysis Art/Ven Subsequent","THROMBOLYSIS ART VEN SUBSEQUENT","[""37213-26""]","37213","26","4.63","PROCEDURE","Thrombolysis","not_applicable","","[""Thrombolysis Art/Ven Subsequent"",""THROMBOLYSIS ART VEN SUBSEQUENT""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Thrombolysis Cessation/Cath Removal","THROMBOLYSIS CESSATION CATH REMOVAL","[""37214-26""]","37214","26","2.43","PROCEDURE","Thrombolysis","not_applicable","","[""Thrombolysis Cessation/Cath Removal"",""THROMBOLYSIS CESSATION CATH REMOVAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Embolization Venous","EMBOLIZATION VENOUS","[""37241-26""]","37241","26","8.53","PROCEDURE","Embolization","not_applicable","","[""Embolization Venous"",""EMBOLIZATION VENOUS""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Embolization Arterial","EMBOLIZATION ARTERIAL","[""37242-26""]","37242","26","9.56","PROCEDURE","Embolization","not_applicable","","[""Embolization Arterial"",""EMBOLIZATION ARTERIAL""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
"Embolization Organ","EMBOLIZATION ORGAN","[""37243-26""]","37243","26","11.45","PROCEDURE","Embolization","not_applicable","","[""Embolization Organ"",""EMBOLIZATION ORGAN""]","[]","[]","[]","true","2026-07-01T00:00:00Z","2026-07-01T00:00:00Z"
